taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus
1000034	7ddf754f-d193-4cc9-b351-99906754a03b	1000032			Ignicoccus islandicus Huber et al., 2000	Huber et al., 2000	Ignicoccus islandicus	Ignicoccus	islandicus		species		Int. J. Syst. Evol. Microbiol. 50::2099	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignicoccus
4983783	7ddf754f-d193-4cc9-b351-99906754a03b	1000305			Palaeococcus ferrophilus Takai et al., 2000	Takai et al., 2000	Palaeococcus ferrophilus	Palaeococcus	ferrophilus		species		Int. J. Syst. Evol. Microbiol. 50::498	accepted			Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus
5901138	7ddf754f-d193-4cc9-b351-99906754a03b	1000348			Methanohalobium evestigatum Zhilina & Zavarzin, 1988	Zhilina & Zavarzin, 1988	Methanohalobium evestigatum	Methanohalobium	evestigatum		species		Int. J. Syst. Bacteriol. 38::136	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalobium
1000238	7ddf754f-d193-4cc9-b351-99906754a03b	1000237			Natronococcus amylolyticus Kanai et al., 1995	Kanai et al., 1995	Natronococcus amylolyticus	Natronococcus	amylolyticus		species		Int. J. Syst. Bacteriol. 45::765	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronococcus
5901061	7ddf754f-d193-4cc9-b351-99906754a03b	1000237			Natronococcus jeotgali Roh et al., 2007	Roh et al., 2007	Natronococcus jeotgali	Natronococcus	jeotgali		species		Int. J. Syst. Evol. Microbiol. 57::2131	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronococcus
4983784	7ddf754f-d193-4cc9-b351-99906754a03b	1000305			Palaeococcus helgesonii Amend et al., 2006	Amend et al., 2006	Palaeococcus helgesonii	Palaeococcus	helgesonii		species		Int. J. Syst. Evol. Microbiol. 56::3	accepted			Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus
1000239	7ddf754f-d193-4cc9-b351-99906754a03b	1000237			Natronococcus occultus Tindall et al., 1984	Tindall et al., 1984	Natronococcus occultus	Natronococcus	occultus		species		Int. J. Syst. Bacteriol. 34::355	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronococcus
8354457	7ddf754f-d193-4cc9-b351-99906754a03b	4895335			Methermicoccus shengliensis Cheng et al., 2007	Cheng et al., 2007	Methermicoccus shengliensis	Methermicoccus	shengliensis		species		Int. J. Syst. Evol. Microbiol. 57::2968	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus
4896436	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haladaptatus Savage et al., 2007	Savage et al., 2007	Haladaptatus	Haladaptatus			genus		Int. J. Syst. Evol. Microbiol. 57::23	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus
7911121	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Salarchaeum Shimane et al., 2011	Shimane et al., 2011	Salarchaeum	Salarchaeum			genus		Int. J. Syst. Evol. Microbiol. 61::2269	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum
9264846	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halodesulfurarchaeum Sorokin et al., 2017	Sorokin et al., 2017	Halodesulfurarchaeum	Halodesulfurarchaeum			genus		Int. J. Syst. Evol. Microbiol. 67::2076	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum
1000270	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronomonas Kamekura et al., 1997	Kamekura et al., 1997	Natronomonas	Natronomonas			genus		Int. J. Syst. Bacteriol. 47::856	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas
1000163	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronobacterium Tindall et al., 1984	Tindall et al., 1984	Natronobacterium	Natronobacterium			genus		Int. J. Syst. Bacteriol. 34::355	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronobacterium
1000235	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halostagnicola Castillo et al., 2006	Castillo et al., 2006	Halostagnicola	Halostagnicola			genus		Int. J. Syst. Evol. Microbiol. 56::1521	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostagnicola
7509409	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halarchaeum Minegishi et al., 2010	Minegishi et al., 2010	Halarchaeum	Halarchaeum			genus		Int. J. Syst. Evol. Microbiol. 60::2515	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum
8168320	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloarchaeobius Makhdoumi-Kakhki et al., 2012	Makhdoumi-Kakhki et al., 2012	Haloarchaeobius	Haloarchaeobius			genus		Int. J. Syst. Evol. Microbiol. 62::1024	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarchaeobius
1000189	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halomicrobium Oren et al., 2002	Oren et al., 2002	Halomicrobium	Halomicrobium			genus		Int. J. Syst. Evol. Microbiol. 52::1834	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomicrobium
7781203	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halolamina Cui et al., 2011	Cui et al., 2011	Halolamina	Halolamina			genus		Int. J. Syst. Evol. Microbiol. 61::1619	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halolamina
5900860	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halogranum Cui et al., 2010	Cui et al., 2010	Halogranum	Halogranum			genus		Int. J. Syst. Evol. Microbiol. 60::1369	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogranum
4896447	7ddf754f-d193-4cc9-b351-99906754a03b	1000380	1000385		Methanogenium tationis Zabel et al., 1986	Zabel et al., 1986	Methanogenium tationis	Methanogenium	tationis		species		Int. J. Syst. Bacteriol. 36::354	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis
1000233	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halovivax Castillo et al., 2006	Castillo et al., 2006	Halovivax	Halovivax			genus		Int. J. Syst. Evol. Microbiol. 56::767	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax
1000277	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halogeometricum Montalvo-Rodríguez et al., 1998	Montalvo-Rodríguez et al., 1998	Halogeometricum	Halogeometricum			genus		Int. J. Syst. Bacteriol. 48::1310	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogeometricum
1000262	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natrialba Kamekura & Dyall-Smith, 1996	Kamekura & Dyall-Smith, 1996	Natrialba	Natrialba			genus		Int. J. Syst. Bacteriol. 46::625	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba
8367113	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halorubellus Cui et al., 2014	Cui et al., 2014	Halorubellus	Halorubellus			genus		Int. J. Syst. Evol. Microbiol. 64::2	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubellus
9627295	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halostella Song et al., 2016	Song et al., 2016	Halostella	Halostella			genus		Int. J. Syst. Evol. Microbiol. 66::2745	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostella
1000193	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halalkalicoccus Xue et al., 2005	Xue et al., 2005	Halalkalicoccus	Halalkalicoccus			genus		Int. J. Syst. Evol. Microbiol. 55::2504	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus
1000195	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloferax Torreblanca et al., 1986	Torreblanca et al., 1986	Haloferax	Haloferax			genus		Int. J. Syst. Bacteriol. 36::573	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloferax
4896428	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halopiger Gutiérrez et al., 2007	Gutiérrez et al., 2007	Halopiger	Halopiger			genus		Int. J. Syst. Evol. Microbiol. 57::1404	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger
5901000	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halomarina Inoue et al., 2011	Inoue et al., 2011	Halomarina	Halomarina			genus		Int. J. Syst. Evol. Microbiol. 61::944	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomarina
1000187	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halobaculum Oren et al., 1995	Oren et al., 1995	Halobaculum	Halobaculum			genus		Int. J. Syst. Bacteriol. 45::752	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobaculum
4896427	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halosarcina Savage et al., 2008	Savage et al., 2008	Halosarcina	Halosarcina			genus			accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halosarcina
1000247	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloarcula Torreblanca et al., 1986	Torreblanca et al., 1986	Haloarcula	Haloarcula			genus		Int. J. Syst. Bacteriol. 36::573	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula
7845785	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halorussus Cui et al., 2014	Cui et al., 2014	Halorussus	Halorussus			genus		Int. J. Syst. Evol. Microbiol. 64::2	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus
9743259	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Salinirussus Cui et al., 2017	Cui et al., 2017	Salinirussus	Salinirussus			genus		Int. J. Syst. Evol. Microbiol. 67::3625	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salinirussus
1000245	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halorhabdus Wainø et al., 2000	Wainø et al., 2000	Halorhabdus	Halorhabdus			genus		Int. J. Syst. Evol. Microbiol. 50::188	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorhabdus
7463057	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Natribaculum Liu et al., 2015	Liu et al., 2015	Natribaculum	Natribaculum			genus		Int. J. Syst. Evol. Microbiol. 65::606	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natribaculum
7939761	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halonotius Burns et al., 2010	Burns et al., 2010	Halonotius	Halonotius			genus		Int. J. Syst. Evol. Microbiol. 60::1198	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halonotius
1000206	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halorubrum McGenity & Grant, 1996	McGenity & Grant, 1996	Halorubrum	Halorubrum			genus		Int. J. Syst. Bacteriol. 46::362	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum
8904663	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halovarius Mehrshad et al., 2015	Mehrshad et al., 2015	Halovarius	Halovarius			genus		Int. J. Syst. Evol. Microbiol. 65::2423	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovarius
1000369	7ddf754f-d193-4cc9-b351-99906754a03b	1000362	7641274	7641274	Methanosaeta thermoacetophila (Nozhevnikova & Chudina, 1988) Patel & Sprott, 1990	Patel & Sprott, 1990 (Nozhevnikova & Chudina, 1988)	Methanosaeta thermoacetophila	Methanosaeta	thermoacetophila		species		Int. J. Syst. Bacteriol. 40::81	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix
1000368	7ddf754f-d193-4cc9-b351-99906754a03b	1000362	7641274	1000364	Methanosaeta thermophila (Kamagata et al., 1992) Boone & Kamagata, 1998	Boone & Kamagata, 1998 (Kamagata et al., 1992)	Methanosaeta thermophila	Methanosaeta	thermophila		species		Int. J. Syst. Bacteriol. 42::465	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix
7790	2d59e5db-57ad-41ff-97d6-11f5fb264527	1194			Methanosaetaceae		Methanosaetaceae	Methanosaetaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	
7536903	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanoregulaceae		Methanoregulaceae	Methanoregulaceae			family		Sakai, S.; Ehara, M.; Tseng, I.-C.; Yamaguchi, T.; Brauer, S. L.; Cadillo-Quiroz, H.; Zinder, S. H.; Imachi, H. (2011). Methanolinea mesophila sp. nov., a hydrogenotrophic methanogen isolated from rice field soil, and proposal of the archaeal family Methanoregulaceae fam. nov. within the order Methanomicrobiales. <em>International Journal of Systematic and Evolutionary Microbiology.</em> 62(Pt 6): 1389-1395.	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	
1000362	7ddf754f-d193-4cc9-b351-99906754a03b	7790			Methanothrix Huser et al., 1983	Huser et al., 1983	Methanothrix	Methanothrix			genus		Int. J. Syst. Bacteriol. 33::439	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix
7791	7ddf754f-d193-4cc9-b351-99906754a03b	1194			Methanosarcinaceae		Methanosarcinaceae	Methanosarcinaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	
3807	7ddf754f-d193-4cc9-b351-99906754a03b	1195			Methanopyraceae		Methanopyraceae	Methanopyraceae			family			accepted			Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae	
7789	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanomicrobiaceae		Methanomicrobiaceae	Methanomicrobiaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	
4896449	7ddf754f-d193-4cc9-b351-99906754a03b	1194			Methermicoccaceae		Methermicoccaceae	Methermicoccaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	
3806	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanospirillaceae		Methanospirillaceae	Methanospirillaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	
3805	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanocorpusculaceae		Methanocorpusculaceae	Methanocorpusculaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae	
7832118	52a423d2-0486-4e77-bcee-6350d708d6ff	9244573			Halomicroarcula Echigo et al., 2013	Echigo et al., 2013	Halomicroarcula	Halomicroarcula			genus		Int. J. Syst. Evol. Microbiol. 63::3559	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula
7988839	52a423d2-0486-4e77-bcee-6350d708d6ff	9244573			Halapricum Song et al., 2014	Song et al., 2014	Halapricum	Halapricum			genus		Int. J. Syst. Evol. Microbiol. 64::2184	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halapricum
1000409	7ddf754f-d193-4cc9-b351-99906754a03b	1000407	1000408		Methanobacterium mobile Paynter & Hungate, 1968	Paynter & Hungate, 1968	Methanobacterium mobile	Methanobacterium	mobile		species		Int. J. Syst. Bacteriol. 30::318	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium
1000090	7ddf754f-d193-4cc9-b351-99906754a03b	1000088			Thermoplasma volcanium Segerer et al., 1988	Segerer et al., 1988	Thermoplasma volcanium	Thermoplasma	volcanium		species		Int. J. Syst. Bacteriol. 38::329	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma
9416212	52a423d2-0486-4e77-bcee-6350d708d6ff	9264846			Halodesulfurarchaeum formicicum Sorokin et al., 2017	Sorokin et al., 2017	Halodesulfurarchaeum formicicum	Halodesulfurarchaeum	formicicum		species		Int. J. Syst. Evol. Microbiol. 67::2076	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum
8429016	52a423d2-0486-4e77-bcee-6350d708d6ff	1000270			Natronomonas gomsonensis Kim et al., 2014	Kim et al., 2014	Natronomonas gomsonensis	Natronomonas	gomsonensis		species		Int. J. Syst. Evol. Microbiol. 64::1456	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas
1000089	7ddf754f-d193-4cc9-b351-99906754a03b	1000088			Thermoplasma acidophilum Darland et al., 1970	Darland et al., 1970	Thermoplasma acidophilum	Thermoplasma	acidophilum		species		Int. J. Syst. Bacteriol. 30::413	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma
1000162	7ddf754f-d193-4cc9-b351-99906754a03b	1000153	1000161		Methanococcus vulcanius Jeanthon et al., 1999	Jeanthon et al., 1999	Methanococcus vulcanius	Methanococcus	vulcanius		species		Int. J. Syst. Bacteriol. 49::588	synonym			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
9560084	52a423d2-0486-4e77-bcee-6350d708d6ff	7554442			Salinarchaeum chitinilyticum Minegishi et al., 2017	Minegishi et al., 2017	Salinarchaeum chitinilyticum	Salinarchaeum	chitinilyticum		species		Int. J. Syst. Evol. Microbiol. 67::2277	accepted			Archaea	Euryarchaeota	Halobacteria		Natrialbaceae	Salinarchaeum
8063125	7ddf754f-d193-4cc9-b351-99906754a03b	8139024			Acidiplasma aeolicum Golyshina et al., 2009	Golyshina et al., 2009	Acidiplasma aeolicum	Acidiplasma	aeolicum		species		Int. J. Syst. Evol. Microbiol. 59::2822	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma
8098628	7ddf754f-d193-4cc9-b351-99906754a03b	7911121			Salarchaeum japonicum Shimane et al., 2011	Shimane et al., 2011	Salarchaeum japonicum	Salarchaeum	japonicum		species		Int. J. Syst. Evol. Microbiol. 61::2269	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum
7947591	52a423d2-0486-4e77-bcee-6350d708d6ff	7554442			Salinarchaeum laminariae Cui et al., 2014	Cui et al., 2014	Salinarchaeum laminariae	Salinarchaeum	laminariae		species		Int. J. Syst. Evol. Microbiol. 64::2	accepted			Archaea	Euryarchaeota	Halobacteria		Natrialbaceae	Salinarchaeum
7930253	7ddf754f-d193-4cc9-b351-99906754a03b	1000270			Natronomonas moolapensis Burns et al., 2010	Burns et al., 2010	Natronomonas moolapensis	Natronomonas	moolapensis		species		Int. J. Syst. Evol. Microbiol. 60::1175	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas
8079935	52a423d2-0486-4e77-bcee-6350d708d6ff	9331787			Nitrososphaera Stieglmeier et al., 2014	Stieglmeier et al., 2014	Nitrososphaera	Nitrososphaera			genus		Int. J. Syst. Evol. Microbiol. 64::2746	accepted			Archaea				Nitrososphaeraceae	Nitrososphaera
1000417	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanocalculus Ollivier et al., 1998	Ollivier et al., 1998	Methanocalculus	Methanocalculus			genus		Int. J. Syst. Bacteriol. 48::826	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		Methanocalculus
1000047	7ddf754f-d193-4cc9-b351-99906754a03b	1000044	1000046		Sulfolobus brierleyi Zillig et al., 1980	Zillig et al., 1980	Sulfolobus brierleyi	Sulfolobus	brierleyi		species		Int. J. Syst. Bacteriol. 30::411	synonym			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus
7372537	7ddf754f-d193-4cc9-b351-99906754a03b	8139024		7946544	Acidiplasma cupricumulans (Hawkes et al., 2008) Golyshina et al., 2009	Golyshina et al., 2009 (Hawkes et al., 2008)	Acidiplasma cupricumulans	Acidiplasma	cupricumulans		species		Int. J. Syst. Evol. Microbiol. 59::2822	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma
1000271	7ddf754f-d193-4cc9-b351-99906754a03b	1000270		1000272	Natronomonas pharaonis (Soliman & Trüper, 1983) Kamekura et al., 1997	Kamekura et al., 1997 (Soliman & Trüper, 1983)	Natronomonas pharaonis	Natronomonas	pharaonis		species		Int. J. Syst. Bacteriol. 47::857	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas
1000411	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390	8258716		Methanogenium frittonii Harris et al., 1996	Harris et al., 1996	Methanogenium frittonii	Methanogenium	frittonii		species		Int. J. Syst. Bacteriol. 46::625	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
7742446	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390	8258716		Methanogenium thermophilicum Rivard & Smith, 1982	Rivard & Smith, 1982	Methanogenium thermophilicum	Methanogenium	thermophilicum		species		Int. J. Syst. Bacteriol. 32::435	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
1000395	7ddf754f-d193-4cc9-b351-99906754a03b	1000390	1000394		Methanogenium marisnigri Romesser et al., 1981	Romesser et al., 1981	Methanogenium marisnigri	Methanogenium	marisnigri		species		Int. J. Syst. Bacteriol. 31::216	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus
1000149	7ddf754f-d193-4cc9-b351-99906754a03b	3803			Methanotorris Whitman, 2002	Whitman, 2002	Methanotorris	Methanotorris			genus		Int. J. Syst. Evol. Microbiol. 52::687	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris
4896415	2d59e5db-57ad-41ff-97d6-11f5fb264527	4896414			Cenarchaeum W.u.Preston, Molinski & De Long, 1996	W.u.Preston, Molinski & De Long, 1996	Cenarchaeum	Cenarchaeum			genus		Preston, C.M., Wu, K.Y., Molinski, T.F., and De Long, E.F. "A psychrophilic crenarchaeon inhabits a marine sponge: Cenarchaeum symbiosum gen. nov., sp. nov." Proc. Natl. Acad. Sci. USA (1996) 93:6241-6246.	accepted			Archaea	Crenarchaeota	Thermoprotei		Cenarchaeaceae	Cenarchaeum
1000153	7ddf754f-d193-4cc9-b351-99906754a03b	3803			Methanocaldococcus Whitman, 2002	Whitman, 2002	Methanocaldococcus	Methanocaldococcus			genus		Int. J. Syst. Evol. Microbiol. 52::686	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
4896459	7ddf754f-d193-4cc9-b351-99906754a03b	1000140			Methanococcus vannielii Stadtman & Barker, 1951	Stadtman & Barker, 1951	Methanococcus vannielii	Methanococcus	vannielii		species		Int. J. Syst. Bacteriol. 30::318	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
5900973	7ddf754f-d193-4cc9-b351-99906754a03b	4896436			Haladaptatus cibarius Roh et al., 2010	Roh et al., 2010	Haladaptatus cibarius	Haladaptatus	cibarius		species		Int. J. Syst. Evol. Microbiol. 60::1190	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus
7391980	52a423d2-0486-4e77-bcee-6350d708d6ff	1000235			Halostagnicola bangensis Corral et al., 2015	Corral et al., 2015	Halostagnicola bangensis	Halostagnicola	bangensis		species		Int. J. Syst. Evol. Microbiol. 65::758	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostagnicola
1000164	7ddf754f-d193-4cc9-b351-99906754a03b	1000163			Natronobacterium gregoryi Tindall et al., 1984	Tindall et al., 1984	Natronobacterium gregoryi	Natronobacterium	gregoryi		species		Int. J. Syst. Bacteriol. 34::355	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronobacterium
5901124	7ddf754f-d193-4cc9-b351-99906754a03b	1000153			Methanocaldococcus villosus Bellack et al., 2011	Bellack et al., 2011	Methanocaldococcus villosus	Methanocaldococcus	villosus		species		Int. J. Syst. Evol. Microbiol. 61::1244	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
8410934	52a423d2-0486-4e77-bcee-6350d708d6ff	1000153			Methanocaldococcus bathoardescens Stewart et al., 2015	Stewart et al., 2015	Methanocaldococcus bathoardescens	Methanocaldococcus	bathoardescens		species		Int. J. Syst. Evol. Microbiol. 65::1282	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus
1000143	7ddf754f-d193-4cc9-b351-99906754a03b	1000140			Methanococcus maripaludis Jones et al., 1984	Jones et al., 1984	Methanococcus maripaludis	Methanococcus	maripaludis		species		Int. J. Syst. Bacteriol. 34::270	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
1000141	1ec61203-14fa-4fbd-8ee5-a4a80257b45a	1000140			Methanococcus voltae Lai et al.	Lai et al.	Methanococcus voltae	Methanococcus	voltae		species			doubtful		Possible variant of Methanococcus voltae Balch & Wolfe, 1981	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
8876181	52a423d2-0486-4e77-bcee-6350d708d6ff	1000140			Methanococcus voltae Balch & Wolfe, 1981	Balch & Wolfe, 1981	Methanococcus voltae	Methanococcus	voltae		species		Int. J. Syst. Bacteriol. 31::216	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus
1000015	7ddf754f-d193-4cc9-b351-99906754a03b	1000014			Ignisphaera aggregans Niederberger et al., 2006	Niederberger et al., 2006	Ignisphaera aggregans	Ignisphaera	aggregans		species		Int. J. Syst. Evol. Microbiol. 56::970	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignisphaera
