taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus	nomenclaturalCode	tempAuthor
9736591	52a423d2-0486-4e77-bcee-6350d708d6ff	8334379			Natronoarchaeum persicum	x	Natronoarchaeum persicum	Natronoarchaeum	persicum		species		Int. J. Syst. Evol. Microbiol. 67::3343	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronoarchaeum		Naghoni et al., 2017
8400959	52a423d2-0486-4e77-bcee-6350d708d6ff	1000091			Methanobacterium movilense	x	Methanobacterium movilense	Methanobacterium	movilense		species		Int. J. Syst. Evol. Microbiol. 64::526	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Schirmack et al., 2014
7583979	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium thermaggregans	x	Methanobacterium thermaggregans	Methanobacterium	thermaggregans		species		Int. J. Syst. Bacteriol. 38::221	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Blotevogel & Fischer, 1988
7567169	52a423d2-0486-4e77-bcee-6350d708d6ff	1000091			Methanobacterium lacus	x	Methanobacterium lacus	Methanobacterium	lacus		species		Int. J. Syst. Evol. Microbiol. 62::1628	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Borrel et al., 2012
7934343	52a423d2-0486-4e77-bcee-6350d708d6ff	1000091			Methanobacterium aggregans	x	Methanobacterium aggregans	Methanobacterium	aggregans		species		Int. J. Syst. Evol. Microbiol. 65::1979	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Kern et al., 2015
1000275	7ddf754f-d193-4cc9-b351-99906754a03b	1000274			Natronolimnobius baerhuensis	x	Natronolimnobius baerhuensis	Natronolimnobius	baerhuensis		species		Int. J. Syst. Evol. Microbiol. 55::1744	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronolimnobius		Itoh et al., 2005
1000276	7ddf754f-d193-4cc9-b351-99906754a03b	1000274			Natronolimnobius innermongolicus	x	Natronolimnobius innermongolicus	Natronolimnobius	innermongolicus		species		Int. J. Syst. Evol. Microbiol. 55::1744	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronolimnobius		Itoh et al., 2005
1000095	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium beijingense	x	Methanobacterium beijingense	Methanobacterium	beijingense		species		Int. J. Syst. Evol. Microbiol. 55::329	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Ma et al., 2005
7649363	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium petrolearium	x	Methanobacterium petrolearium	Methanobacterium	petrolearium		species		Int. J. Syst. Evol. Microbiol. 61::142	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Mori & Harayama, 2011
1000102	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium oryzae	x	Methanobacterium oryzae	Methanobacterium	oryzae		species		Int. J. Syst. Evol. Microbiol. 50::527	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Joulian et al., 2000
7539363	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium movens	x	Methanobacterium movens	Methanobacterium	movens		species		Int. J. Syst. Evol. Microbiol. 61::2978	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Zhu et al., 2011
1000061	7ddf754f-d193-4cc9-b351-99906754a03b	1000057	1000060		Sulfolobus hakonensis	x	Sulfolobus hakonensis	Sulfolobus	hakonensis		species		Int. J. Syst. Bacteriol. 46::381	synonym			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera		Takayanagi et al., 1996
1000003	7ddf754f-d193-4cc9-b351-99906754a03b	1000002			Caldisphaera lagunensis	x	Caldisphaera lagunensis	Caldisphaera	lagunensis		species		Int. J. Syst. Evol. Microbiol. 53::1153	accepted			Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera		Itoh et al., 2003
4983782	7ddf754f-d193-4cc9-b351-99906754a03b	1000255	1000258		Halococcus turkmenicus	x	Halococcus turkmenicus	Halococcus	turkmenicus		species		Int. J. Syst. Bacteriol. 39::495	synonym			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena		Zvyagintseva & Tarasov, 1989
7361483	52a423d2-0486-4e77-bcee-6350d708d6ff	7832118			Halomicroarcula limicola	x	Halomicroarcula limicola	Halomicroarcula	limicola		species		Int. J. Syst. Evol. Microbiol. 64::1751	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula		Zhang & Cui, 2014
1000096	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium formicicum	x	Methanobacterium formicicum	Methanobacterium	formicicum		species		Int. J. Syst. Bacteriol. 30::317	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Schnellen, 1947
8161508	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium flexile	x	Methanobacterium flexile	Methanobacterium	flexile		species		Int. J. Syst. Evol. Microbiol. 61::2978	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Zhu et al., 2011
1000106	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium alcaliphilum	x	Methanobacterium alcaliphilum	Methanobacterium	alcaliphilum		species		Int. J. Syst. Bacteriol. 36::380	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Worakit et al., 1986
1000059	7ddf754f-d193-4cc9-b351-99906754a03b	1000057			Metallosphaera sedula	x	Metallosphaera sedula	Metallosphaera	sedula		species		Int. J. Syst. Bacteriol. 39::496	accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera		Huber et al., 1989
8151084	52a423d2-0486-4e77-bcee-6350d708d6ff	7832118			Halomicroarcula pellucida	x	Halomicroarcula pellucida	Halomicroarcula	pellucida		species		Int. J. Syst. Evol. Microbiol. 63::3561	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula		Echigo et al., 2013
7388305	52a423d2-0486-4e77-bcee-6350d708d6ff	1000091			Methanobacterium paludis	x	Methanobacterium paludis	Methanobacterium	paludis		species		Int. J. Syst. Evol. Microbiol. 64::1478	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Cadillo-Quiroz et al., 2014
7970871	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium kanagiense	x	Methanobacterium kanagiense	Methanobacterium	kanagiense		species		Int. J. Syst. Evol. Microbiol. 61::1251	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Kitamura et al., 2011
1000092	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium subterraneum	x	Methanobacterium subterraneum	Methanobacterium	subterraneum		species		Int. J. Syst. Bacteriol. 48::365	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Kotelnikova et al., 1998
1000094	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium uliginosum	x	Methanobacterium uliginosum	Methanobacterium	uliginosum		species		Int. J. Syst. Bacteriol. 35::375	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		König, 1985
1000101	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium bryantii	x	Methanobacterium bryantii	Methanobacterium	bryantii		species		Int. J. Syst. Bacteriol. 31::216	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Balch & Wolfe, 1981
1000103	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium palustre	x	Methanobacterium palustre	Methanobacterium	palustre		species		Int. J. Syst. Bacteriol. 40::470	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Zellner et al., 1990
8075344	52a423d2-0486-4e77-bcee-6350d708d6ff	1000057			Metallosphaera tengchongensis	x	Metallosphaera tengchongensis	Metallosphaera	tengchongensis		species		Int. J. Syst. Evol. Microbiol. 65::541	accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera		Peng et al., 2015
7652230	52a423d2-0486-4e77-bcee-6350d708d6ff	8334379			Natronoarchaeum rubrum	x	Natronoarchaeum rubrum	Natronoarchaeum	rubrum		species		Int. J. Syst. Evol. Microbiol. 64::955	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronoarchaeum		Qiu et al., 2014
8179603	52a423d2-0486-4e77-bcee-6350d708d6ff	7832118			Halomicroarcula salina	x	Halomicroarcula salina	Halomicroarcula	salina		species		Int. J. Syst. Evol. Microbiol. 65::1632	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula		Zhang & Cui, 2015
7842196	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium ferruginis	x	Methanobacterium ferruginis	Methanobacterium	ferruginis		species		Int. J. Syst. Evol. Microbiol. 61::142	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Mori & Harayama, 2011
1000098	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium aarhusense	x	Methanobacterium aarhusense	Methanobacterium	aarhusense		species		Int. J. Syst. Evol. Microbiol. 54::763	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Shlimon et al., 2004
7483517	7ddf754f-d193-4cc9-b351-99906754a03b	1000057			Metallosphaera cuprina	x	Metallosphaera cuprina	Metallosphaera	cuprina		species		Int. J. Syst. Evol. Microbiol. 61::2399	accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera		Liu et al., 2011
1000058	7ddf754f-d193-4cc9-b351-99906754a03b	1000057			Metallosphaera prunae	x	Metallosphaera prunae	Metallosphaera	prunae		species		Int. J. Syst. Bacteriol. 46::625	accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera		Fuchs et al., 1996
7505236	7ddf754f-d193-4cc9-b351-99906754a03b	8334379			Natronoarchaeum mannanilyticum	x	Natronoarchaeum mannanilyticum	Natronoarchaeum	mannanilyticum		species		Int. J. Syst. Evol. Microbiol. 60::2532	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronoarchaeum		Shimane et al., 2010
6453388	2d59e5db-57ad-41ff-97d6-11f5fb264527	6453387			Nitrosopumilus maritimus	x	Nitrosopumilus maritimus	Nitrosopumilus	maritimus		species		Könneke, M.; Bernhard, A. E.; de la Torre, J. R.; Walker, C. B.; Waterbury, J. B.; Stahl, D. A. (2005). Isolation of an autotrophic ammonia‐oxidizing marine archaeon. <em>Nature.</em> 437: 543–546.	accepted			Archaea				Nitrosopumilaceae	Nitrosopumilus		Könneke, Bernhard, de la Torre, Walker, Waterbury & Stahl, 2005
1000105	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium congolense	x	Methanobacterium congolense	Methanobacterium	congolense		species		Int. J. Syst. Evol. Microbiol. 51::492	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Cuzin et al., 2001
1000093	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium ivanovii	x	Methanobacterium ivanovii	Methanobacterium	ivanovii		species		Int. J. Syst. Bacteriol. 38::136	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Jain et al., 1988
7460178	7ddf754f-d193-4cc9-b351-99906754a03b	1000091			Methanobacterium veterum	x	Methanobacterium veterum	Methanobacterium	veterum		species		Int. J. Syst. Evol. Microbiol. 60::458	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium		Krivushin et al., 2010
1000244	7ddf754f-d193-4cc9-b351-99906754a03b	1000240			Halobiforma lacisalsi	x	Halobiforma lacisalsi	Halobiforma	lacisalsi		species		Int. J. Syst. Evol. Microbiol. 55::1951	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobiforma		Xu et al., 2005
1000241	7ddf754f-d193-4cc9-b351-99906754a03b	1000240			Halobiforma haloterrestris	x	Halobiforma haloterrestris	Halobiforma	haloterrestris		species		Int. J. Syst. Evol. Microbiol. 52::2278	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobiforma		Hezayen et al., 2002
7846755	52a423d2-0486-4e77-bcee-6350d708d6ff	8334379			Natronoarchaeum philippinense	x	Natronoarchaeum philippinense	Natronoarchaeum	philippinense		species		Int. J. Syst. Evol. Microbiol. 63::923	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronoarchaeum		Shimane et al., 2013
1000305	7ddf754f-d193-4cc9-b351-99906754a03b	3808			Palaeococcus	x	Palaeococcus	Palaeococcus			genus		Takai, K., Sugai, A., Itoh, T., and Horikoshi, K. "Palaeococcus ferrophilus gen. nov., sp. nov., a barophilic, hyperthermophilic archaeon from a deep-sea hydrothermal vent chimney." Int. J. Syst. Evol. Microbiol. (2000) 50:489-500.	accepted			Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus		Takai, Sugai, Itoh & Horikoshi, 2000
1000088	7ddf754f-d193-4cc9-b351-99906754a03b	3810			Thermoplasma	x	Thermoplasma	Thermoplasma			genus		Int. J. Syst. Bacteriol. 30::412	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma		Darland et al., 1970
1000279	7ddf754f-d193-4cc9-b351-99906754a03b	3808			Thermococcus	x	Thermococcus	Thermococcus			genus		Int. J. Syst. Bacteriol. 33::673	accepted			Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus		Zillig, 1983
1000107	7ddf754f-d193-4cc9-b351-99906754a03b	3801			Methanobrevibacter	x	Methanobrevibacter	Methanobrevibacter			genus		Int. J. Syst. Bacteriol. 31::216	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter		Balch & Wolfe, 1981
1000134	7ddf754f-d193-4cc9-b351-99906754a03b	3801			Methanosphaera	x	Methanosphaera	Methanosphaera			genus		Int. J. Syst. Bacteriol. 35::535	accepted			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera		Miller & Wolin, 1985
1000319	7ddf754f-d193-4cc9-b351-99906754a03b	3799			Geoglobus	x	Geoglobus	Geoglobus			genus		Int. J. Syst. Evol. Microbiol. 52::727	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus		Kashefi et al., 2002
1000313	7ddf754f-d193-4cc9-b351-99906754a03b	3799			Archaeoglobus	x	Archaeoglobus	Archaeoglobus			genus		Int. J. Syst. Bacteriol. 38::328	accepted			Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus		Stetter, 1988
1000202	7ddf754f-d193-4cc9-b351-99906754a03b	1000195	1000201		Halobacterium volcanii	x	Halobacterium volcanii	Halobacterium	volcanii		species		Int. J. Syst. Bacteriol. 30::307	synonym			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloferax		Mullakhanbhai & Larsen, 1975
1000147	7ddf754f-d193-4cc9-b351-99906754a03b	1000145	1000146		Methanococcus thermolithotrophicus	x	Methanococcus thermolithotrophicus	Methanococcus	thermolithotrophicus		species		Int. J. Syst. Bacteriol. 34::270	synonym			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanothermococcus		Huber et al., 1984
1000242	7ddf754f-d193-4cc9-b351-99906754a03b	1000240		1000243	Halobiforma nitratireducens	x	Halobiforma nitratireducens	Halobiforma	nitratireducens		species		Int. J. Syst. Evol. Microbiol. 52::2278	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobiforma		Hezayen et al., 2002 (Xin et al., 2001)
1000060	7ddf754f-d193-4cc9-b351-99906754a03b	1000057		1000061	Metallosphaera hakonensis	x	Metallosphaera hakonensis	Metallosphaera	hakonensis		species		Int. J. Syst. Evol. Microbiol. 53::1608	accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Metallosphaera		Kurosawa et al., 2003 (Takayanagi et al., 1996)
564	7ddf754f-d193-4cc9-b351-99906754a03b	292			Sulfolobales	x	Sulfolobales	Sulfolobales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales				
1189	7ddf754f-d193-4cc9-b351-99906754a03b	292			Desulfurococcales	x	Desulfurococcales	Desulfurococcales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales				
8016360	7ddf754f-d193-4cc9-b351-99906754a03b	292			Acidilobales	x	Acidilobales	Acidilobales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Acidilobales				
7678289	7ddf754f-d193-4cc9-b351-99906754a03b	292			Fervidicoccales	x	Fervidicoccales	Fervidicoccales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales				
1191	7ddf754f-d193-4cc9-b351-99906754a03b	292			Thermoproteales	x	Thermoproteales	Thermoproteales			order			accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales				
8303780	7ddf754f-d193-4cc9-b351-99906754a03b	162			Methanocellales	x	Methanocellales	Methanocellales			order			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales				
566	7ddf754f-d193-4cc9-b351-99906754a03b	162			Methanomicrobiales	x	Methanomicrobiales	Methanomicrobiales			order			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales				
1194	7ddf754f-d193-4cc9-b351-99906754a03b	162			Methanosarcinales	x	Methanosarcinales	Methanosarcinales			order			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales				
4896414	2d59e5db-57ad-41ff-97d6-11f5fb264527	292			Cenarchaeaceae	x	Cenarchaeaceae	Cenarchaeaceae			family			accepted			Archaea	Crenarchaeota	Thermoprotei		Cenarchaeaceae			
4896458	7ddf754f-d193-4cc9-b351-99906754a03b	8303780			Methanocellaceae	x	Methanocellaceae	Methanocellaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae			
1000130	7ddf754f-d193-4cc9-b351-99906754a03b	1000122	1000129		Methanobacterium wolfei	x	Methanobacterium wolfei	Methanobacterium	wolfei		species		Int. J. Syst. Bacteriol. 35::223	synonym			Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter		Winter et al., 1985
8059437	52a423d2-0486-4e77-bcee-6350d708d6ff	162			Methanomassiliicoccus	x	Methanomassiliicoccus	Methanomassiliicoccus			genus		Int. J. Syst. Evol. Microbiol. 62::2550	accepted			Archaea	Euryarchaeota	Methanomicrobia			Methanomassiliicoccus		Dridi et al., 2012
1000006	7ddf754f-d193-4cc9-b351-99906754a03b	1000004			Pyrodictium abyssi	x	Pyrodictium abyssi	Pyrodictium	abyssi		species		Int. J. Syst. Bacteriol. 41::580	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium		Pley & Stetter, 1991
8863464	6cfd67d6-4f9b-400b-8549-1933ac27936f	1000333			Methanosarcina calensis	x	Methanosarcina calensis	Methanosarcina	calensis		species			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina		Blotevogel et al.
1000078	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum arsenaticum	x	Pyrobaculum arsenaticum	Pyrobaculum	arsenaticum		species		Int. J. Syst. Evol. Microbiol. 51::263	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum		Huber et al., 2001
7958886	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum calidifontis	x	Pyrobaculum calidifontis	Pyrobaculum	calidifontis		species		Int. J. Syst. Evol. Microbiol. 58::1057	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum		Amo et al., 2008
7598891	7ddf754f-d193-4cc9-b351-99906754a03b	8108381			Halobellus salinus	x	Halobellus salinus	Halobellus	salinus		species		Int. J. Syst. Evol. Microbiol. 62::1311	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus		Cui et al., 2012
1000257	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena thermotolerans	x	Haloterrigena thermotolerans	Haloterrigena	thermotolerans		species		Int. J. Syst. Evol. Microbiol. 50::1070	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena		Montalvo-Rodríguez et al., 2000
7418248	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena salina	x	Haloterrigena salina	Haloterrigena	salina		species		Int. J. Syst. Evol. Microbiol. 58::2882	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena		Gutíerrez et al., 2008
1000007	7ddf754f-d193-4cc9-b351-99906754a03b	1000004			Pyrodictium brockii	x	Pyrodictium brockii	Pyrodictium	brockii		species		Int. J. Syst. Bacteriol. 34::270	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Pyrodictium		Stetter et al., 1984
7400470	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina soligelidi	x	Methanosarcina soligelidi	Methanosarcina	soligelidi		species		Int. J. Syst. Evol. Microbiol. 63::2990	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina		Wagner et al., 2013
8290629	7ddf754f-d193-4cc9-b351-99906754a03b	1000333			Methanosarcina horonobensis	x	Methanosarcina horonobensis	Methanosarcina	horonobensis		species		Int. J. Syst. Evol. Microbiol. 61::2506	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina		Shimizu et al., 2011
8109148	52a423d2-0486-4e77-bcee-6350d708d6ff	1000333			Methanosarcina subterranea	x	Methanosarcina subterranea	Methanosarcina	subterranea		species		Int. J. Syst. Evol. Microbiol. 65::1170	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina		Shimizu et al., 2015
1000077	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum islandicum	x	Pyrobaculum islandicum	Pyrobaculum	islandicum		species		Int. J. Syst. Bacteriol. 38::221	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum		Huber et al., 1988
7576509	52a423d2-0486-4e77-bcee-6350d708d6ff	4895372			Methanocella conradii	x	Methanocella conradii	Methanocella	conradii		species		Int. J. Syst. Evol. Microbiol. 62::1443	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella		Lü & Lu, 2012
7981850	7ddf754f-d193-4cc9-b351-99906754a03b	4895372			Methanocella paludicola	x	Methanocella paludicola	Methanocella	paludicola		species		Int. J. Syst. Evol. Microbiol. 58::934	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella		Sakai et al., 2008
8184736	7ddf754f-d193-4cc9-b351-99906754a03b	8108381			Halobellus clavatus	x	Halobellus clavatus	Halobellus	clavatus		species		Int. J. Syst. Evol. Microbiol. 61::2687	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus		Cui et al., 2011
8213879	7ddf754f-d193-4cc9-b351-99906754a03b	1000255			Haloterrigena daqingensis	x	Haloterrigena daqingensis	Haloterrigena	daqingensis		species		Int. J. Syst. Evol. Microbiol. 60::2270	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloterrigena		Wang et al., 2010
8792467	52a423d2-0486-4e77-bcee-6350d708d6ff	8368383			Halorientalis brevis	x	Halorientalis brevis	Halorientalis	brevis		species		Int. J. Syst. Evol. Microbiol. 65::3764	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorientalis		Yuan et al., 2015
1000343	7ddf754f-d193-4cc9-b351-99906754a03b	1000333	1000335		Methanococcus frisius	x	Methanococcus frisius	Methanococcus	frisius		species		Int. J. Syst. Bacteriol. 36::573	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina		Blotevogel et al., 1986
1000336	7ddf754f-d193-4cc9-b351-99906754a03b	1000333	1000335		Methanococcus mazei	x	Methanococcus mazei	Methanococcus	mazei		species		Int. J. Syst. Bacteriol. 30::318	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina		Barker, 1936
9445018	52a423d2-0486-4e77-bcee-6350d708d6ff	1000074			Pyrobaculum igneiluti	x	Pyrobaculum igneiluti	Pyrobaculum	igneiluti		species		Int. J. Syst. Evol. Microbiol. 67::1718	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum		Lee et al., 2017
1000076	7ddf754f-d193-4cc9-b351-99906754a03b	1000074			Pyrobaculum aerophilum	x	Pyrobaculum aerophilum	Pyrobaculum	aerophilum		species		Int. J. Syst. Bacteriol. 46::836	accepted			Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Pyrobaculum		Völkl et al., 1996
7521502	7ddf754f-d193-4cc9-b351-99906754a03b	4895372			Methanocella arvoryzae	x	Methanocella arvoryzae	Methanocella	arvoryzae		species		Int. J. Syst. Evol. Microbiol. 60::2922	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella		Sakai et al., 2010
7651697	7ddf754f-d193-4cc9-b351-99906754a03b	8368383			Halorientalis regularis	x	Halorientalis regularis	Halorientalis	regularis		species		Int. J. Syst. Evol. Microbiol. 61::2688	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorientalis		Cui et al., 2011
8318916	52a423d2-0486-4e77-bcee-6350d708d6ff	8108381			Halobellus rufus	x	Halobellus rufus	Halobellus	rufus		species		Int. J. Syst. Evol. Microbiol. 64::2184	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobellus		Cha et al., 2014
