taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	kingdom	phylum	class	order	family	genus	nomenclaturalCode	tempAuthor
8354457	7ddf754f-d193-4cc9-b351-99906754a03b	4895335			Methermicoccus shengliensis	x	Methermicoccus shengliensis	Methermicoccus	shengliensis		species		Int. J. Syst. Evol. Microbiol. 57::2968	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus		Cheng et al., 2007
4896436	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haladaptatus	x	Haladaptatus	Haladaptatus			genus		Int. J. Syst. Evol. Microbiol. 57::23	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus		Savage et al., 2007
7911121	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Salarchaeum	x	Salarchaeum	Salarchaeum			genus		Int. J. Syst. Evol. Microbiol. 61::2269	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum		Shimane et al., 2011
9264846	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halodesulfurarchaeum	x	Halodesulfurarchaeum	Halodesulfurarchaeum			genus		Int. J. Syst. Evol. Microbiol. 67::2076	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum		Sorokin et al., 2017
1000270	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronomonas	x	Natronomonas	Natronomonas			genus		Int. J. Syst. Bacteriol. 47::856	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas		Kamekura et al., 1997
1000163	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronobacterium	x	Natronobacterium	Natronobacterium			genus		Int. J. Syst. Bacteriol. 34::355	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronobacterium		Tindall et al., 1984
1000235	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halostagnicola	x	Halostagnicola	Halostagnicola			genus		Int. J. Syst. Evol. Microbiol. 56::1521	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostagnicola		Castillo et al., 2006
7509409	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halarchaeum	x	Halarchaeum	Halarchaeum			genus		Int. J. Syst. Evol. Microbiol. 60::2515	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum		Minegishi et al., 2010
8168320	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloarchaeobius	x	Haloarchaeobius	Haloarchaeobius			genus		Int. J. Syst. Evol. Microbiol. 62::1024	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarchaeobius		Makhdoumi-Kakhki et al., 2012
1000189	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halomicrobium	x	Halomicrobium	Halomicrobium			genus		Int. J. Syst. Evol. Microbiol. 52::1834	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomicrobium		Oren et al., 2002
7781203	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halolamina	x	Halolamina	Halolamina			genus		Int. J. Syst. Evol. Microbiol. 61::1619	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halolamina		Cui et al., 2011
5900860	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halogranum	x	Halogranum	Halogranum			genus		Int. J. Syst. Evol. Microbiol. 60::1369	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogranum		Cui et al., 2010
4896447	7ddf754f-d193-4cc9-b351-99906754a03b	1000380	1000385		Methanogenium tationis	x	Methanogenium tationis	Methanogenium	tationis		species		Int. J. Syst. Bacteriol. 36::354	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanofollis		Zabel et al., 1986
1000233	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halovivax	x	Halovivax	Halovivax			genus		Int. J. Syst. Evol. Microbiol. 56::767	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovivax		Castillo et al., 2006
1000277	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halogeometricum	x	Halogeometricum	Halogeometricum			genus		Int. J. Syst. Bacteriol. 48::1310	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halogeometricum		Montalvo-Rodríguez et al., 1998
1000262	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natrialba	x	Natrialba	Natrialba			genus		Int. J. Syst. Bacteriol. 46::625	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natrialba		Kamekura & Dyall-Smith, 1996
8367113	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halorubellus	x	Halorubellus	Halorubellus			genus		Int. J. Syst. Evol. Microbiol. 64::2	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubellus		Cui et al., 2014
9627295	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halostella	x	Halostella	Halostella			genus		Int. J. Syst. Evol. Microbiol. 66::2745	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostella		Song et al., 2016
1000193	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halalkalicoccus	x	Halalkalicoccus	Halalkalicoccus			genus		Int. J. Syst. Evol. Microbiol. 55::2504	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halalkalicoccus		Xue et al., 2005
1000195	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloferax	x	Haloferax	Haloferax			genus		Int. J. Syst. Bacteriol. 36::573	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloferax		Torreblanca et al., 1986
4896428	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halopiger	x	Halopiger	Halopiger			genus		Int. J. Syst. Evol. Microbiol. 57::1404	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halopiger		Gutiérrez et al., 2007
5901000	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halomarina	x	Halomarina	Halomarina			genus		Int. J. Syst. Evol. Microbiol. 61::944	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomarina		Inoue et al., 2011
1000187	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halobaculum	x	Halobaculum	Halobaculum			genus		Int. J. Syst. Bacteriol. 45::752	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halobaculum		Oren et al., 1995
4896427	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halosarcina	x	Halosarcina	Halosarcina			genus			accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halosarcina		Savage et al., 2008
1000247	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloarcula	x	Haloarcula	Haloarcula			genus		Int. J. Syst. Bacteriol. 36::573	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarcula		Torreblanca et al., 1986
7845785	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halorussus	x	Halorussus	Halorussus			genus		Int. J. Syst. Evol. Microbiol. 64::2	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus		Cui et al., 2014
9743259	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Salinirussus	x	Salinirussus	Salinirussus			genus		Int. J. Syst. Evol. Microbiol. 67::3625	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salinirussus		Cui et al., 2017
1000245	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halorhabdus	x	Halorhabdus	Halorhabdus			genus		Int. J. Syst. Evol. Microbiol. 50::188	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorhabdus		Wainø et al., 2000
7463057	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Natribaculum	x	Natribaculum	Natribaculum			genus		Int. J. Syst. Evol. Microbiol. 65::606	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natribaculum		Liu et al., 2015
7939761	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halonotius	x	Halonotius	Halonotius			genus		Int. J. Syst. Evol. Microbiol. 60::1198	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halonotius		Burns et al., 2010
1000206	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halorubrum	x	Halorubrum	Halorubrum			genus		Int. J. Syst. Bacteriol. 46::362	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorubrum		McGenity & Grant, 1996
8904663	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halovarius	x	Halovarius	Halovarius			genus		Int. J. Syst. Evol. Microbiol. 65::2423	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovarius		Mehrshad et al., 2015
1000369	7ddf754f-d193-4cc9-b351-99906754a03b	1000362	7641274	7641274	Methanosaeta thermoacetophila	x	Methanosaeta thermoacetophila	Methanosaeta	thermoacetophila		species		Int. J. Syst. Bacteriol. 40::81	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix		Patel & Sprott, 1990 (Nozhevnikova & Chudina, 1988)
1000368	7ddf754f-d193-4cc9-b351-99906754a03b	1000362	7641274	1000364	Methanosaeta thermophila	x	Methanosaeta thermophila	Methanosaeta	thermophila		species		Int. J. Syst. Bacteriol. 42::465	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix		Boone & Kamagata, 1998 (Kamagata et al., 1992)
7790	2d59e5db-57ad-41ff-97d6-11f5fb264527	1194			Methanosaetaceae	x	Methanosaetaceae	Methanosaetaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae			
7536903	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanoregulaceae	x	Methanoregulaceae	Methanoregulaceae			family		Sakai, S.; Ehara, M.; Tseng, I.-C.; Yamaguchi, T.; Brauer, S. L.; Cadillo-Quiroz, H.; Zinder, S. H.; Imachi, H. (2011). Methanolinea mesophila sp. nov., a hydrogenotrophic methanogen isolated from rice field soil, and proposal of the archaeal family Methanoregulaceae fam. nov. within the order Methanomicrobiales. <em>International Journal of Systematic and Evolutionary Microbiology.</em> 62(Pt 6): 1389-1395.	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae			
1000362	7ddf754f-d193-4cc9-b351-99906754a03b	7790			Methanothrix	x	Methanothrix	Methanothrix			genus		Int. J. Syst. Bacteriol. 33::439	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosaetaceae	Methanothrix		Huser et al., 1983
7791	7ddf754f-d193-4cc9-b351-99906754a03b	1194			Methanosarcinaceae	x	Methanosarcinaceae	Methanosarcinaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae			
3807	7ddf754f-d193-4cc9-b351-99906754a03b	1195			Methanopyraceae	x	Methanopyraceae	Methanopyraceae			family			accepted			Archaea	Euryarchaeota	Methanopyri	Methanopyrales	Methanopyraceae			
7789	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanomicrobiaceae	x	Methanomicrobiaceae	Methanomicrobiaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae			
4896449	7ddf754f-d193-4cc9-b351-99906754a03b	1194			Methermicoccaceae	x	Methermicoccaceae	Methermicoccaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae			
3806	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanospirillaceae	x	Methanospirillaceae	Methanospirillaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae			
3805	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanocorpusculaceae	x	Methanocorpusculaceae	Methanocorpusculaceae			family			accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanocorpusculaceae			
7832118	52a423d2-0486-4e77-bcee-6350d708d6ff	9244573			Halomicroarcula	x	Halomicroarcula	Halomicroarcula			genus		Int. J. Syst. Evol. Microbiol. 63::3559	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula		Echigo et al., 2013
7988839	52a423d2-0486-4e77-bcee-6350d708d6ff	9244573			Halapricum	x	Halapricum	Halapricum			genus		Int. J. Syst. Evol. Microbiol. 64::2184	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halapricum		Song et al., 2014
1000409	7ddf754f-d193-4cc9-b351-99906754a03b	1000407	1000408		Methanobacterium mobile	x	Methanobacterium mobile	Methanobacterium	mobile		species		Int. J. Syst. Bacteriol. 30::318	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium		Paynter & Hungate, 1968
1000090	7ddf754f-d193-4cc9-b351-99906754a03b	1000088			Thermoplasma volcanium	x	Thermoplasma volcanium	Thermoplasma	volcanium		species		Int. J. Syst. Bacteriol. 38::329	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma		Segerer et al., 1988
9416212	52a423d2-0486-4e77-bcee-6350d708d6ff	9264846			Halodesulfurarchaeum formicicum	x	Halodesulfurarchaeum formicicum	Halodesulfurarchaeum	formicicum		species		Int. J. Syst. Evol. Microbiol. 67::2076	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halodesulfurarchaeum		Sorokin et al., 2017
8429016	52a423d2-0486-4e77-bcee-6350d708d6ff	1000270			Natronomonas gomsonensis	x	Natronomonas gomsonensis	Natronomonas	gomsonensis		species		Int. J. Syst. Evol. Microbiol. 64::1456	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas		Kim et al., 2014
1000089	7ddf754f-d193-4cc9-b351-99906754a03b	1000088			Thermoplasma acidophilum	x	Thermoplasma acidophilum	Thermoplasma	acidophilum		species		Int. J. Syst. Bacteriol. 30::413	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmataceae	Thermoplasma		Darland et al., 1970
1000162	7ddf754f-d193-4cc9-b351-99906754a03b	1000153	1000161		Methanococcus vulcanius	x	Methanococcus vulcanius	Methanococcus	vulcanius		species		Int. J. Syst. Bacteriol. 49::588	synonym			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus		Jeanthon et al., 1999
9560084	52a423d2-0486-4e77-bcee-6350d708d6ff	7554442			Salinarchaeum chitinilyticum	x	Salinarchaeum chitinilyticum	Salinarchaeum	chitinilyticum		species		Int. J. Syst. Evol. Microbiol. 67::2277	accepted			Archaea	Euryarchaeota	Halobacteria		Natrialbaceae	Salinarchaeum		Minegishi et al., 2017
8063125	7ddf754f-d193-4cc9-b351-99906754a03b	8139024			Acidiplasma aeolicum	x	Acidiplasma aeolicum	Acidiplasma	aeolicum		species		Int. J. Syst. Evol. Microbiol. 59::2822	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma		Golyshina et al., 2009
8098628	7ddf754f-d193-4cc9-b351-99906754a03b	7911121			Salarchaeum japonicum	x	Salarchaeum japonicum	Salarchaeum	japonicum		species		Int. J. Syst. Evol. Microbiol. 61::2269	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salarchaeum		Shimane et al., 2011
7947591	52a423d2-0486-4e77-bcee-6350d708d6ff	7554442			Salinarchaeum laminariae	x	Salinarchaeum laminariae	Salinarchaeum	laminariae		species		Int. J. Syst. Evol. Microbiol. 64::2	accepted			Archaea	Euryarchaeota	Halobacteria		Natrialbaceae	Salinarchaeum		Cui et al., 2014
7930253	7ddf754f-d193-4cc9-b351-99906754a03b	1000270			Natronomonas moolapensis	x	Natronomonas moolapensis	Natronomonas	moolapensis		species		Int. J. Syst. Evol. Microbiol. 60::1175	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas		Burns et al., 2010
8079935	52a423d2-0486-4e77-bcee-6350d708d6ff	9331787			Nitrososphaera	x	Nitrososphaera	Nitrososphaera			genus		Int. J. Syst. Evol. Microbiol. 64::2746	accepted			Archaea				Nitrososphaeraceae	Nitrososphaera		Stieglmeier et al., 2014
1000417	7ddf754f-d193-4cc9-b351-99906754a03b	566			Methanocalculus	x	Methanocalculus	Methanocalculus			genus		Int. J. Syst. Bacteriol. 48::826	accepted			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales		Methanocalculus		Ollivier et al., 1998
1000047	7ddf754f-d193-4cc9-b351-99906754a03b	1000044	1000046		Sulfolobus brierleyi	x	Sulfolobus brierleyi	Sulfolobus	brierleyi		species		Int. J. Syst. Bacteriol. 30::411	synonym			Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Acidianus		Zillig et al., 1980
7372537	7ddf754f-d193-4cc9-b351-99906754a03b	8139024		7946544	Acidiplasma cupricumulans	x	Acidiplasma cupricumulans	Acidiplasma	cupricumulans		species		Int. J. Syst. Evol. Microbiol. 59::2822	accepted			Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Ferroplasmaceae	Acidiplasma		Golyshina et al., 2009 (Hawkes et al., 2008)
1000271	7ddf754f-d193-4cc9-b351-99906754a03b	1000270		1000272	Natronomonas pharaonis	x	Natronomonas pharaonis	Natronomonas	pharaonis		species		Int. J. Syst. Bacteriol. 47::857	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronomonas		Kamekura et al., 1997 (Soliman & Trüper, 1983)
1000411	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390	8258716		Methanogenium frittonii	x	Methanogenium frittonii	Methanogenium	frittonii		species		Int. J. Syst. Bacteriol. 46::625	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus		Harris et al., 1996
7742446	52a423d2-0486-4e77-bcee-6350d708d6ff	1000390	8258716		Methanogenium thermophilicum	x	Methanogenium thermophilicum	Methanogenium	thermophilicum		species		Int. J. Syst. Bacteriol. 32::435	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus		Rivard & Smith, 1982
1000395	7ddf754f-d193-4cc9-b351-99906754a03b	1000390	1000394		Methanogenium marisnigri	x	Methanogenium marisnigri	Methanogenium	marisnigri		species		Int. J. Syst. Bacteriol. 31::216	synonym			Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus		Romesser et al., 1981
1000149	7ddf754f-d193-4cc9-b351-99906754a03b	3803			Methanotorris	x	Methanotorris	Methanotorris			genus		Int. J. Syst. Evol. Microbiol. 52::687	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanotorris		Whitman, 2002
4896415	2d59e5db-57ad-41ff-97d6-11f5fb264527	4896414			Cenarchaeum	x	Cenarchaeum	Cenarchaeum			genus		Preston, C.M., Wu, K.Y., Molinski, T.F., and De Long, E.F. "A psychrophilic crenarchaeon inhabits a marine sponge: Cenarchaeum symbiosum gen. nov., sp. nov." Proc. Natl. Acad. Sci. USA (1996) 93:6241-6246.	accepted			Archaea	Crenarchaeota	Thermoprotei		Cenarchaeaceae	Cenarchaeum		W.u.Preston, Molinski & De Long, 1996
1000153	7ddf754f-d193-4cc9-b351-99906754a03b	3803			Methanocaldococcus	x	Methanocaldococcus	Methanocaldococcus			genus		Int. J. Syst. Evol. Microbiol. 52::686	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus		Whitman, 2002
4896459	7ddf754f-d193-4cc9-b351-99906754a03b	1000140			Methanococcus vannielii	x	Methanococcus vannielii	Methanococcus	vannielii		species		Int. J. Syst. Bacteriol. 30::318	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus		Stadtman & Barker, 1951
5900973	7ddf754f-d193-4cc9-b351-99906754a03b	4896436			Haladaptatus cibarius	x	Haladaptatus cibarius	Haladaptatus	cibarius		species		Int. J. Syst. Evol. Microbiol. 60::1190	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus		Roh et al., 2010
7391980	52a423d2-0486-4e77-bcee-6350d708d6ff	1000235			Halostagnicola bangensis	x	Halostagnicola bangensis	Halostagnicola	bangensis		species		Int. J. Syst. Evol. Microbiol. 65::758	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostagnicola		Corral et al., 2015
1000164	7ddf754f-d193-4cc9-b351-99906754a03b	1000163			Natronobacterium gregoryi	x	Natronobacterium gregoryi	Natronobacterium	gregoryi		species		Int. J. Syst. Bacteriol. 34::355	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronobacterium		Tindall et al., 1984
5901124	7ddf754f-d193-4cc9-b351-99906754a03b	1000153			Methanocaldococcus villosus	x	Methanocaldococcus villosus	Methanocaldococcus	villosus		species		Int. J. Syst. Evol. Microbiol. 61::1244	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus		Bellack et al., 2011
8410934	52a423d2-0486-4e77-bcee-6350d708d6ff	1000153			Methanocaldococcus bathoardescens	x	Methanocaldococcus bathoardescens	Methanocaldococcus	bathoardescens		species		Int. J. Syst. Evol. Microbiol. 65::1282	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus		Stewart et al., 2015
1000143	7ddf754f-d193-4cc9-b351-99906754a03b	1000140			Methanococcus maripaludis	x	Methanococcus maripaludis	Methanococcus	maripaludis		species		Int. J. Syst. Bacteriol. 34::270	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus		Jones et al., 1984
1000141	1ec61203-14fa-4fbd-8ee5-a4a80257b45a	1000140			Methanococcus voltae	x	Methanococcus voltae	Methanococcus	voltae		species			doubtful		Possible variant of Methanococcus voltae Balch & Wolfe, 1981	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus		Lai et al.
8876181	52a423d2-0486-4e77-bcee-6350d708d6ff	1000140			Methanococcus voltae	x	Methanococcus voltae	Methanococcus	voltae		species		Int. J. Syst. Bacteriol. 31::216	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus		Balch & Wolfe, 1981
1000015	7ddf754f-d193-4cc9-b351-99906754a03b	1000014			Ignisphaera aggregans	x	Ignisphaera aggregans	Ignisphaera	aggregans		species		Int. J. Syst. Evol. Microbiol. 56::970	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Ignisphaera		Niederberger et al., 2006
1000156	7ddf754f-d193-4cc9-b351-99906754a03b	1000153			Methanocaldococcus indicus	x	Methanocaldococcus indicus	Methanocaldococcus	indicus		species		Int. J. Syst. Evol. Microbiol. 53::1934	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus		L'Haridon et al., 2003
7666773	52a423d2-0486-4e77-bcee-6350d708d6ff	4896436			Haladaptatus pallidirubidus	x	Haladaptatus pallidirubidus	Haladaptatus	pallidirubidus		species		Int. J. Syst. Evol. Microbiol. 65::742	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus		Liu et al., 2015
7947949	7ddf754f-d193-4cc9-b351-99906754a03b	4896436			Haladaptatus paucihalophilus	x	Haladaptatus paucihalophilus	Haladaptatus	paucihalophilus		species		Int. J. Syst. Evol. Microbiol. 57::23	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus		Savage et al., 2007
1000009	7ddf754f-d193-4cc9-b351-99906754a03b	1000008			Hyperthermus butylicus	x	Hyperthermus butylicus	Hyperthermus	butylicus		species		Int. J. Syst. Bacteriol. 41::170	accepted			Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Pyrodictiaceae	Hyperthermus		Zillig et al., 1991
7819125	7ddf754f-d193-4cc9-b351-99906754a03b	1000235			Halostagnicola kamekurae	x	Halostagnicola kamekurae	Halostagnicola	kamekurae		species		Int. J. Syst. Evol. Microbiol. 60::2831	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostagnicola		Nagaoka et al., 2010
1000144	7ddf754f-d193-4cc9-b351-99906754a03b	1000140			Methanococcus aeolicus	x	Methanococcus aeolicus	Methanococcus	aeolicus		species		Int. J. Syst. Evol. Microbiol. 56::1528	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus		Kendall et al., 2006
1000236	7ddf754f-d193-4cc9-b351-99906754a03b	1000235			Halostagnicola larsenii	x	Halostagnicola larsenii	Halostagnicola	larsenii		species		Int. J. Syst. Evol. Microbiol. 56::1521	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostagnicola		Castillo et al., 2006
8193059	7ddf754f-d193-4cc9-b351-99906754a03b	1000235			Halostagnicola alkaliphila	x	Halostagnicola alkaliphila	Halostagnicola	alkaliphila		species		Int. J. Syst. Evol. Microbiol. 61::1151	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halostagnicola		Nagaoka et al., 2011
7907327	52a423d2-0486-4e77-bcee-6350d708d6ff	1000163			Natronobacterium texcoconense	x	Natronobacterium texcoconense	Natronobacterium	texcoconense		species		Int. J. Syst. Evol. Microbiol. 63::4166	accepted			Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Natronobacterium		Ruiz-Romero et al., 2013
1000154	7ddf754f-d193-4cc9-b351-99906754a03b	1000153		1000155	Methanocaldococcus fervens	x	Methanocaldococcus fervens	Methanocaldococcus	fervens		species		Int. J. Syst. Evol. Microbiol. 52::686	accepted			Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus		Whitman, 2002 (Jeanthon et al., 1999)
9246700	52a423d2-0486-4e77-bcee-6350d708d6ff	9431846			Haloprofundus marisrubri	x	Haloprofundus marisrubri	Haloprofundus	marisrubri		species		Int. J. Syst. Evol. Microbiol. 67::15	accepted			Archaea	Euryarchaeota	Halobacteria		Haloferacaceae	Haloprofundus		Zhang et al., 2017
