taxonID	datasetID	parentNameUsageID	acceptedNameUsageID	originalNameUsageID	scientificName	scientificNameAuthorship	canonicalName	genericName	specificEpithet	infraspecificEpithet	taxonRank	nameAccordingTo	namePublishedIn	taxonomicStatus	nomenclaturalStatus	taxonRemarks	nomenclaturalCode
1000258	7ddf754f-d193-4cc9-b351-99906754a03b	1000255		4983782	Haloterrigena turkmenica	"Ventosa et al., 1999 (Zvyagintseva & Tarasov, 1989)"	Haloterrigena turkmenica	Haloterrigena	turkmenica		species		Int. J. Syst. Bacteriol. 49::135	accepted			BC
1000335	7ddf754f-d193-4cc9-b351-99906754a03b	1000333		1000336	Methanosarcina mazei	"Mah & Kuhn, 1984 (Barker, 1936)"	Methanosarcina mazei	Methanosarcina	mazei		species		Int. J. Syst. Bacteriol. 34::263	accepted			BC
1000342	7ddf754f-d193-4cc9-b351-99906754a03b	1000333	1000335	1000343	Methanosarcina frisia	"Blotevogel & Fischer, 1989 (Blotevogel et al., 1986)"	Methanosarcina frisia	Methanosarcina	frisia		species		Int. J. Syst. Bacteriol. 39::92	synonym			BC
1192	7ddf754f-d193-4cc9-b351-99906754a03b	293			Methanobacteriales		Methanobacteriales	Methanobacteriales			order			accepted			BC
8070	7ddf754f-d193-4cc9-b351-99906754a03b	567			Picrophilaceae		Picrophilaceae	Picrophilaceae			family			accepted			BC
1000085	7ddf754f-d193-4cc9-b351-99906754a03b	8070			Picrophilus	"Schleper et al., 1996"	Picrophilus	Picrophilus			genus		Int. J. Syst. Bacteriol. 46::814	accepted			BC
3809	7ddf754f-d193-4cc9-b351-99906754a03b	567			Ferroplasmaceae		Ferroplasmaceae	Ferroplasmaceae			family			accepted			BC
9308266	0938172b-2086-439c-a1dd-c21cb0109ed5	567			Cuniculiplasmataceae		Cuniculiplasmataceae	Cuniculiplasmataceae			family		"Golyshina, O. V.; Golyshin, P. N.; Goldenstein, N. I.; Lünsdorf, H.; Hinrichs, K.-U.; Kublanov, I. V. (2016). The novel extremely acidophilic, cell-wall-deficient archaeon Cuniculiplasma divulgatum gen. nov., sp. nov. represents a new family, Cuniculiplasmataceae fam. nov., of the order Thermoplasmatales. <em>International Journal of Systematic and Evolutionary Microbiology.</em> 66(1): 332-340."	accepted			BC
3810	7ddf754f-d193-4cc9-b351-99906754a03b	567			Thermoplasmataceae		Thermoplasmataceae	Thermoplasmataceae			family			accepted			BC
4573340	7ddf754f-d193-4cc9-b351-99906754a03b	567			Thermogymnomonas	"Itoh et al., 2007"	Thermogymnomonas	Thermogymnomonas			genus		Int. J. Syst. Evol. Microbiol. 57::2561	accepted			BC
6453387	2d59e5db-57ad-41ff-97d6-11f5fb264527	6453386			Nitrosopumilus	"Könneke, Bernhard, de la Torre, Walker, Waterbury & Stahl, 2005"	Nitrosopumilus	Nitrosopumilus			genus		"Könneke, M.; Bernhard, A. E.; de la Torre, J. R.; Walker, C. B.; Waterbury, J. B.; Stahl, D. A. (2005). Isolation of an autotrophic ammonia‐oxidizing marine archaeon. <em>Nature.</em> 437: 543–546."	accepted			BC
9601219	52a423d2-0486-4e77-bcee-6350d708d6ff	1000407			Methanomicrobium antiquum	"Mochimaru et al., 2016"	Methanomicrobium antiquum	Methanomicrobium	antiquum		species		Int. J. Syst. Evol. Microbiol. 66::4876	accepted			BC
8967524	52a423d2-0486-4e77-bcee-6350d708d6ff	9080621			Haloparvum sedimenti	"Chen et al., 2016"	Haloparvum sedimenti	Haloparvum	sedimenti		species		Int. J. Syst. Evol. Microbiol. 66::2333	accepted			BC
1000176	7ddf754f-d193-4cc9-b351-99906754a03b	1000173			Natrinema altunense	"Xu et al., 2005"	Natrinema altunense	Natrinema	altunense		species		Int. J. Syst. Evol. Microbiol. 55::1313	accepted			BC
9109438	52a423d2-0486-4e77-bcee-6350d708d6ff	8939873			Cuniculiplasma divulgatum	"Golyshina et al., 2016"	Cuniculiplasma divulgatum	Cuniculiplasma	divulgatum		species		Int. J. Syst. Evol. Microbiol. 66::338	accepted			BC
1000174	7ddf754f-d193-4cc9-b351-99906754a03b	1000173			Natrinema pallidum	"McGenity et al., 1998"	Natrinema pallidum	Natrinema	pallidum		species		Int. J. Syst. Bacteriol. 48::1194	accepted			BC
7349576	7ddf754f-d193-4cc9-b351-99906754a03b	1000173			Natrinema ejinorense	"Castillo et al., 2006"	Natrinema ejinorense	Natrinema	ejinorense		species		Int. J. Syst. Evol. Microbiol. 56::2685	accepted			BC
1000021	7ddf754f-d193-4cc9-b351-99906754a03b	1000020			Sulfophobococcus zilligii	"Hensel et al., 1997"	Sulfophobococcus zilligii	Sulfophobococcus	zilligii		species		Int. J. Syst. Bacteriol. 47::915	accepted			BC
9355755	52a423d2-0486-4e77-bcee-6350d708d6ff	9449152			Sulfodiicoccus acidiphilus	"Sakai & Kurosawa, 2017"	Sulfodiicoccus acidiphilus	Sulfodiicoccus	acidiphilus		species		Int. J. Syst. Evol. Microbiol. 67::1883	accepted			BC
1000071	7ddf754f-d193-4cc9-b351-99906754a03b	1000070			Caldivirga maquilingensis	"Itoh et al., 1999"	Caldivirga maquilingensis	Caldivirga	maquilingensis		species		Int. J. Syst. Bacteriol. 49::1162	accepted			BC
1000177	7ddf754f-d193-4cc9-b351-99906754a03b	1000173			Natrinema versiforme	"Xin et al., 2000"	Natrinema versiforme	Natrinema	versiforme		species		Int. J. Syst. Evol. Microbiol. 50::1302	accepted			BC
1000019	7ddf754f-d193-4cc9-b351-99906754a03b	1000018			Stetteria hydrogenophila	"Jochimsen et al., 1998"	Stetteria hydrogenophila	Stetteria	hydrogenophila		species		Int. J. Syst. Bacteriol. 48::328	accepted			BC
9387036	52a423d2-0486-4e77-bcee-6350d708d6ff	1000173			Natrinema soli	"Rasooli et al., 2017"	Natrinema soli	Natrinema	soli		species		Int. J. Syst. Evol. Microbiol. 67::2146	accepted			BC
8102570	52a423d2-0486-4e77-bcee-6350d708d6ff	1000173			Natrinema salaciae	"Albuquerque et al., 2012"	Natrinema salaciae	Natrinema	salaciae		species		Int. J. Syst. Evol. Microbiol. 62::2550	accepted			BC
1000017	7ddf754f-d193-4cc9-b351-99906754a03b	1000016			Thermosphaera aggregans	"Huber et al., 1998"	Thermosphaera aggregans	Thermosphaera	aggregans		species		Int. J. Syst. Bacteriol. 48::36	accepted			BC
9378524	52a423d2-0486-4e77-bcee-6350d708d6ff	9080621			Haloparvum alkalitolerans	"Kondo et al., 2016"	Haloparvum alkalitolerans	Haloparvum	alkalitolerans		species		Int. J. Syst. Evol. Microbiol. 66::5318	accepted			BC
7844592	7ddf754f-d193-4cc9-b351-99906754a03b	1000173			Natrinema gari	"Tapingkae et al., 2008"	Natrinema gari	Natrinema	gari		species		Int. J. Syst. Evol. Microbiol. 58::2382	accepted			BC
1000175	7ddf754f-d193-4cc9-b351-99906754a03b	1000173			Natrinema pellirubrum	"McGenity et al., 1998"	Natrinema pellirubrum	Natrinema	pellirubrum		species		Int. J. Syst. Bacteriol. 48::1194	accepted			BC
1000272	7ddf754f-d193-4cc9-b351-99906754a03b	1000270	1000271		Halobacterium pharaonis	"Soliman & Trüper, 1983"	Halobacterium pharaonis	Halobacterium	pharaonis		species		Int. J. Syst. Bacteriol. 33::438	synonym			BC
7985358	52a423d2-0486-4e77-bcee-6350d708d6ff	1000279	1000290		Thermus profundus	"Kobayashi et al., 1995"	Thermus profundus	Thermus	profundus		species		Int. J. Syst. Bacteriol. 45::197	synonym			BC
1000117	7ddf754f-d193-4cc9-b351-99906754a03b	1000107	7478081		Methanobacterium arbophilicum	"Zeikus & Henning, 1975"	Methanobacterium arbophilicum	Methanobacterium	arbophilicum		species		Int. J. Syst. Bacteriol. 30::317	synonym			BC
7452218	7ddf754f-d193-4cc9-b351-99906754a03b	1000350	1000355		Methanohalophilus oregonensis	"Liu et al., 1990"	Methanohalophilus oregonensis	Methanohalophilus	oregonensis		species		Int. J. Syst. Bacteriol. 40::115	synonym			BC
7694355	52a423d2-0486-4e77-bcee-6350d708d6ff	1000350	1000355		Methanohalophilus oregonense	"Liu et al., 1990"	Methanohalophilus oregonense	Methanohalophilus	oregonense		species		Int. J. Syst. Bacteriol. 40::115	synonym			BC
7495061	52a423d2-0486-4e77-bcee-6350d708d6ff	1000403	1000405	1000405	Methanolacinia petrolearia	"Göker et al., 2015 (Ollivier et al., 1998)"	Methanolacinia petrolearia	Methanolacinia	petrolearia		species		Int. J. Syst. Evol. Microbiol. 65::2	homotypic synonym		"Originally found in sources as accepted taxon within Methanolacinia Zellner et al., 1990"	BC
7636309	52a423d2-0486-4e77-bcee-6350d708d6ff	1000066	1000067	1000067	Pyrobaculum neutrophilum	"Chan et al., 2013 (Stetter & Zillig, 1989)"	Pyrobaculum neutrophilum	Pyrobaculum	neutrophilum		species		Int. J. Syst. Evol. Microbiol. 63::753	homotypic synonym		"Originally found in sources as accepted taxon within Pyrobaculum Huber et al., 1988"	BC
1000273	7ddf754f-d193-4cc9-b351-99906754a03b	1000270	1000271	1000272	Natronobacterium pharaonis	"Tindall et al., 1984 (Soliman & Trüper, 1983)"	Natronobacterium pharaonis	Natronobacterium	pharaonis		species		Int. J. Syst. Bacteriol. 34::355	synonym			BC
1000388	7ddf754f-d193-4cc9-b351-99906754a03b	1000387		1000389	Methanolacinia paynteri	"Zellner et al., 1990 (Rivard et al., 1984)"	Methanolacinia paynteri	Methanolacinia	paynteri		species		Int. J. Syst. Bacteriol. 40::470	accepted			BC
1000408	7ddf754f-d193-4cc9-b351-99906754a03b	1000407		1000409	Methanomicrobium mobile	"Balch & Wolfe, 1981 (Paynter & Hungate, 1968)"	Methanomicrobium mobile	Methanomicrobium	mobile		species		Int. J. Syst. Bacteriol. 31::216	accepted			BC
567	7ddf754f-d193-4cc9-b351-99906754a03b	295			Thermoplasmatales		Thermoplasmatales	Thermoplasmatales			order			accepted			BC
8340365	7ddf754f-d193-4cc9-b351-99906754a03b	7678289			Fervidicoccaceae		Fervidicoccaceae	Fervidicoccaceae			family		"Perevalova, A. A.; Bidzhieva, S. K.; Kublanov, I. V.; Hinrichs, K.-U.; Liu, X. L.; Mardanov, A. V.; Lebedinsky, A. V.; Bonch-Osmolovskaya, E. A. (2009). Fervidicoccus fontis gen. nov., sp. nov., an anaerobic, thermophilic crenarchaeote from terrestrial hot springs, and proposal of Fervidicoccaceae fam. nov. and Fervidicoccales ord. nov. <em>International Journal of Systematic and Evolutionary Microbiology.</em> 60(9): 2082-2088."	accepted			BC
7785	7ddf754f-d193-4cc9-b351-99906754a03b	8016360			Caldisphaeraceae		Caldisphaeraceae	Caldisphaeraceae			family			accepted			BC
5900544	7ddf754f-d193-4cc9-b351-99906754a03b	8016360			Acidilobaceae		Acidilobaceae	Acidilobaceae			family			accepted			BC
8811474	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halanaeroarchaeum	"Sorokin et al., 2016"	Halanaeroarchaeum	Halanaeroarchaeum			genus		Int. J. Syst. Evol. Microbiol. 66::2380	accepted			BC
1000171	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halosimplex	"Vreeland et al., 2003"	Halosimplex	Halosimplex			genus		Int. J. Syst. Evol. Microbiol. 53::936	accepted			BC
1000178	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronorubrum	"Xu et al., 1999"	Natronorubrum	Natronorubrum			genus		Int. J. Syst. Bacteriol. 49::265	accepted			BC
1000165	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halococcus	"Schoop, 1935"	Halococcus	Halococcus			genus		"Schoop, G. 1935. Halococcus litoralis, ein obligat halophiler Farbstofflbildner. Deut. Tierarzl. Wochenschr. 43:817-820."	accepted			BC
5901082	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halopelagius	"Cui et al., 2010"	Halopelagius	Halopelagius			genus		Int. J. Syst. Evol. Microbiol. 60::2092	accepted			BC
7590503	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Salinirubrum	"Cui & Qiu, 2014"	Salinirubrum	Salinirubrum			genus		Int. J. Syst. Evol. Microbiol. 64::1456	accepted			BC
1000364	7ddf754f-d193-4cc9-b351-99906754a03b	1000362	7641274		Methanothrix thermophila	"Kamagata et al., 1992"	Methanothrix thermophila	Methanothrix	thermophila		species		Int. J. Syst. Bacteriol. 42::465	synonym			BC
4896435	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloquadratum	"Burns et al., 2007"	Haloquadratum	Haloquadratum			genus		Int. J. Syst. Evol. Microbiol. 57::391	accepted			BC
4896437	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloplanus	"Bardavid et al., 2007"	Haloplanus	Haloplanus			genus		Int. J. Syst. Evol. Microbiol. 57::783	accepted			BC
9146680	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halosiccatus	"Mehrshad et al., 2016"	Halosiccatus	Halosiccatus			genus		Int. J. Syst. Evol. Microbiol. 66::729	accepted			BC
7882429	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halovenus	"Makhdoumi-Kakhki et al., 2012"	Halovenus	Halovenus			genus		Int. J. Syst. Evol. Microbiol. 62::1334	accepted			BC
8108381	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halobellus	"Cui et al., 2011"	Halobellus	Halobellus			genus		Int. J. Syst. Evol. Microbiol. 61::2687	accepted			BC
1000240	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halobiforma	"Hezayen et al., 2002"	Halobiforma	Halobiforma			genus		Int. J. Syst. Evol. Microbiol. 52::2278	accepted			BC
1000274	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronolimnobius	"Itoh et al., 2005"	Natronolimnobius	Natronolimnobius			genus		Int. J. Syst. Evol. Microbiol. 55::1744	accepted			BC
9481334	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halobium	"Mori et al., 2016"	Halobium	Halobium			genus		Int. J. Syst. Evol. Microbiol. 66::3803	accepted			BC
1000255	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloterrigena	"Ventosa et al., 1999"	Haloterrigena	Haloterrigena			genus		Int. J. Syst. Bacteriol. 49::135	accepted			BC
8368383	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halorientalis	"Cui et al., 2011"	Halorientalis	Halorientalis			genus		Int. J. Syst. Evol. Microbiol. 61::2687	accepted			BC
8334379	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronoarchaeum	"Shimane et al., 2010"	Natronoarchaeum	Natronoarchaeum			genus		Int. J. Syst. Evol. Microbiol. 60::2532	accepted			BC
4896416	0938172b-2086-439c-a1dd-c21cb0109ed5	7786	1000032		Igneococcus		Igneococcus	Igneococcus			genus			synonym			BC
1000033	7ddf754f-d193-4cc9-b351-99906754a03b	1000032			Ignicoccus pacificus	"Huber & Stetter, 2000"	Ignicoccus pacificus	Ignicoccus	pacificus		species		Int. J. Syst. Evol. Microbiol. 50::2099	accepted			BC
1000182	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halobacterium	"Elazari-Volcani, 1957"	Halobacterium	Halobacterium			genus		Int. J. Syst. Bacteriol. 30::306	accepted			BC
3268770	0938172b-2086-439c-a1dd-c21cb0109ed5	3802	1000182		Bacterium		Bacterium	Bacterium			genus			synonym			BC
9786760	0938172b-2086-439c-a1dd-c21cb0109ed5	3802	1000182		Halobacter	"Anderson, 1954"	Halobacter	Halobacter			genus		"Anderson, H. (1954). The reddening of salted hides and fish. <em>Applied Microbiology.</em> 2(2): 64–69."	synonym			BC
7357253	52a423d2-0486-4e77-bcee-6350d708d6ff	1000182			Halobacterium salinarum	"Elazari-Volcani, 1957 (Harrison & Kennedy, 1922)"	Halobacterium salinarum	Halobacterium	salinarum		species		Int. J. Syst. Bacteriol. 30::307	accepted			BC
1000173	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natrinema	"McGenity et al., 1998"	Natrinema	Natrinema			genus		Int. J. Syst. Bacteriol. 48::1194	accepted			BC
1000237	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronococcus	"Tindall et al., 1984"	Natronococcus	Natronococcus			genus		Int. J. Syst. Bacteriol. 34::355	accepted			BC
7992883	7ddf754f-d193-4cc9-b351-99906754a03b	7510781			Fervidicoccus fontis	"Perevalova et al., 2010"	Fervidicoccus fontis	Fervidicoccus	fontis		species		Int. J. Syst. Evol. Microbiol. 60::2086	accepted			BC
8079539	7ddf754f-d193-4cc9-b351-99906754a03b	1000182			Halobacterium jilantaiense	"Yang et al., 2006"	Halobacterium jilantaiense	Halobacterium	jilantaiense		species		Int. J. Syst. Evol. Microbiol. 56::2355	accepted			BC
7593363	52a423d2-0486-4e77-bcee-6350d708d6ff	1000237			Natronococcus roseus	"Corral et al., 2013"	Natronococcus roseus	Natronococcus	roseus		species		Int. J. Syst. Evol. Microbiol. 63::107	accepted			BC
7508251	52a423d2-0486-4e77-bcee-6350d708d6ff	1000182			Halobacterium rubrum	"Han & Cui, 2015"	Halobacterium rubrum	Halobacterium	rubrum		species		Int. J. Syst. Evol. Microbiol. 65::742	accepted			BC
5900523	7ddf754f-d193-4cc9-b351-99906754a03b	1000032			Ignicoccus hospitalis	"Paper et al., 2007"	Ignicoccus hospitalis	Ignicoccus	hospitalis		species		Int. J. Syst. Evol. Microbiol. 57::807	accepted			BC
5900469	2d59e5db-57ad-41ff-97d6-11f5fb264527	4896415			Cenarchaeum symbiosum	"W.u.Preston, Molinski & De Long, 1996"	Cenarchaeum symbiosum	Cenarchaeum	symbiosum		species		"Preston, C.M., Wu, K.Y., Molinski, T.F., and De Long, E.F. ""A psychrophilic crenarchaeon inhabits a marine sponge: Cenarchaeum symbiosum gen. nov., sp. nov."" Proc. Natl. Acad. Sci. USA (1996) 93:6241-6246."	accepted			BC
1000073	7ddf754f-d193-4cc9-b351-99906754a03b	1000072			Thermocladium modestius	"Itoh et al., 1998"	Thermocladium modestius	Thermocladium	modestius		species		Int. J. Syst. Bacteriol. 48::886	accepted			BC
1000186	7ddf754f-d193-4cc9-b351-99906754a03b	1000182			Halobacterium noricense	"Gruber et al., 2005"	Halobacterium noricense	Halobacterium	noricense		species		Int. J. Syst. Evol. Microbiol. 55::983	accepted			BC
1000183	7ddf754f-d193-4cc9-b351-99906754a03b	1000182			Halobacterium halobium	"Elazari-Volcani, 1957 (Petter, 1931)"	Halobacterium halobium	Halobacterium	halobium		species		Int. J. Syst. Bacteriol. 30::307	accepted			BC
10342591	52a423d2-0486-4e77-bcee-6350d708d6ff	1000305			Palaeococcus pacificus	"Zeng et al., 2013"	Palaeococcus pacificus	Palaeococcus	pacificus		species		Int. J. Syst. Evol. Microbiol. 63::2158	accepted			BC
7428630	7ddf754f-d193-4cc9-b351-99906754a03b	1000182			Halobacterium piscisalsi	"Yachai et al., 2008"	Halobacterium piscisalsi	Halobacterium	piscisalsi		species			accepted			BC
8020405	52a423d2-0486-4e77-bcee-6350d708d6ff	7988839			Halapricum salinum	"Song et al., 2014"	Halapricum salinum	Halapricum	salinum		species		Int. J. Syst. Evol. Microbiol. 64::2184	accepted			BC
1000034	7ddf754f-d193-4cc9-b351-99906754a03b	1000032			Ignicoccus islandicus	"Huber et al., 2000"	Ignicoccus islandicus	Ignicoccus	islandicus		species		Int. J. Syst. Evol. Microbiol. 50::2099	accepted			BC
4983783	7ddf754f-d193-4cc9-b351-99906754a03b	1000305			Palaeococcus ferrophilus	"Takai et al., 2000"	Palaeococcus ferrophilus	Palaeococcus	ferrophilus		species		Int. J. Syst. Evol. Microbiol. 50::498	accepted			BC
5901138	7ddf754f-d193-4cc9-b351-99906754a03b	1000348			Methanohalobium evestigatum	"Zhilina & Zavarzin, 1988"	Methanohalobium evestigatum	Methanohalobium	evestigatum		species		Int. J. Syst. Bacteriol. 38::136	accepted			BC
1000238	7ddf754f-d193-4cc9-b351-99906754a03b	1000237			Natronococcus amylolyticus	"Kanai et al., 1995"	Natronococcus amylolyticus	Natronococcus	amylolyticus		species		Int. J. Syst. Bacteriol. 45::765	accepted			BC
5901061	7ddf754f-d193-4cc9-b351-99906754a03b	1000237			Natronococcus jeotgali	"Roh et al., 2007"	Natronococcus jeotgali	Natronococcus	jeotgali		species		Int. J. Syst. Evol. Microbiol. 57::2131	accepted			BC
4983784	7ddf754f-d193-4cc9-b351-99906754a03b	1000305			Palaeococcus helgesonii	"Amend et al., 2006"	Palaeococcus helgesonii	Palaeococcus	helgesonii		species		Int. J. Syst. Evol. Microbiol. 56::3	accepted			BC
1000239	7ddf754f-d193-4cc9-b351-99906754a03b	1000237			Natronococcus occultus	"Tindall et al., 1984"	Natronococcus occultus	Natronococcus	occultus		species		Int. J. Syst. Bacteriol. 34::355	accepted			BC
8354457	7ddf754f-d193-4cc9-b351-99906754a03b	4895335			Methermicoccus shengliensis	"Cheng et al., 2007"	Methermicoccus shengliensis	Methermicoccus	shengliensis		species		Int. J. Syst. Evol. Microbiol. 57::2968	accepted			BC
4896436	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haladaptatus	"Savage et al., 2007"	Haladaptatus	Haladaptatus			genus		Int. J. Syst. Evol. Microbiol. 57::23	accepted			BC
7911121	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Salarchaeum	"Shimane et al., 2011"	Salarchaeum	Salarchaeum			genus		Int. J. Syst. Evol. Microbiol. 61::2269	accepted			BC
9264846	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halodesulfurarchaeum	"Sorokin et al., 2017"	Halodesulfurarchaeum	Halodesulfurarchaeum			genus		Int. J. Syst. Evol. Microbiol. 67::2076	accepted			BC
1000270	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronomonas	"Kamekura et al., 1997"	Natronomonas	Natronomonas			genus		Int. J. Syst. Bacteriol. 47::856	accepted			BC
1000163	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natronobacterium	"Tindall et al., 1984"	Natronobacterium	Natronobacterium			genus		Int. J. Syst. Bacteriol. 34::355	accepted			BC
1000235	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halostagnicola	"Castillo et al., 2006"	Halostagnicola	Halostagnicola			genus		Int. J. Syst. Evol. Microbiol. 56::1521	accepted			BC
7509409	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halarchaeum	"Minegishi et al., 2010"	Halarchaeum	Halarchaeum			genus		Int. J. Syst. Evol. Microbiol. 60::2515	accepted			BC
8168320	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloarchaeobius	"Makhdoumi-Kakhki et al., 2012"	Haloarchaeobius	Haloarchaeobius			genus		Int. J. Syst. Evol. Microbiol. 62::1024	accepted			BC
1000189	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halomicrobium	"Oren et al., 2002"	Halomicrobium	Halomicrobium			genus		Int. J. Syst. Evol. Microbiol. 52::1834	accepted			BC
7781203	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halolamina	"Cui et al., 2011"	Halolamina	Halolamina			genus		Int. J. Syst. Evol. Microbiol. 61::1619	accepted			BC
5900860	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halogranum	"Cui et al., 2010"	Halogranum	Halogranum			genus		Int. J. Syst. Evol. Microbiol. 60::1369	accepted			BC
4896447	7ddf754f-d193-4cc9-b351-99906754a03b	1000380	1000385		Methanogenium tationis	"Zabel et al., 1986"	Methanogenium tationis	Methanogenium	tationis		species		Int. J. Syst. Bacteriol. 36::354	synonym			BC
1000233	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halovivax	"Castillo et al., 2006"	Halovivax	Halovivax			genus		Int. J. Syst. Evol. Microbiol. 56::767	accepted			BC
1000277	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halogeometricum	"Montalvo-Rodríguez et al., 1998"	Halogeometricum	Halogeometricum			genus		Int. J. Syst. Bacteriol. 48::1310	accepted			BC
1000262	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Natrialba	"Kamekura & Dyall-Smith, 1996"	Natrialba	Natrialba			genus		Int. J. Syst. Bacteriol. 46::625	accepted			BC
8367113	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halorubellus	"Cui et al., 2014"	Halorubellus	Halorubellus			genus		Int. J. Syst. Evol. Microbiol. 64::2	accepted			BC
9627295	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halostella	"Song et al., 2016"	Halostella	Halostella			genus		Int. J. Syst. Evol. Microbiol. 66::2745	accepted			BC
1000193	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halalkalicoccus	"Xue et al., 2005"	Halalkalicoccus	Halalkalicoccus			genus		Int. J. Syst. Evol. Microbiol. 55::2504	accepted			BC
1000195	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloferax	"Torreblanca et al., 1986"	Haloferax	Haloferax			genus		Int. J. Syst. Bacteriol. 36::573	accepted			BC
4896428	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halopiger	"Gutiérrez et al., 2007"	Halopiger	Halopiger			genus		Int. J. Syst. Evol. Microbiol. 57::1404	accepted			BC
5901000	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halomarina	"Inoue et al., 2011"	Halomarina	Halomarina			genus		Int. J. Syst. Evol. Microbiol. 61::944	accepted			BC
1000187	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halobaculum	"Oren et al., 1995"	Halobaculum	Halobaculum			genus		Int. J. Syst. Bacteriol. 45::752	accepted			BC
4896427	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halosarcina	"Savage et al., 2008"	Halosarcina	Halosarcina			genus			accepted			BC
1000247	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Haloarcula	"Torreblanca et al., 1986"	Haloarcula	Haloarcula			genus		Int. J. Syst. Bacteriol. 36::573	accepted			BC
7845785	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halorussus	"Cui et al., 2014"	Halorussus	Halorussus			genus		Int. J. Syst. Evol. Microbiol. 64::2	accepted			BC
9743259	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Salinirussus	"Cui et al., 2017"	Salinirussus	Salinirussus			genus		Int. J. Syst. Evol. Microbiol. 67::3625	accepted			BC
1000245	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halorhabdus	"Wainø et al., 2000"	Halorhabdus	Halorhabdus			genus		Int. J. Syst. Evol. Microbiol. 50::188	accepted			BC
7463057	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Natribaculum	"Liu et al., 2015"	Natribaculum	Natribaculum			genus		Int. J. Syst. Evol. Microbiol. 65::606	accepted			BC
7939761	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halonotius	"Burns et al., 2010"	Halonotius	Halonotius			genus		Int. J. Syst. Evol. Microbiol. 60::1198	accepted			BC
1000206	7ddf754f-d193-4cc9-b351-99906754a03b	3802			Halorubrum	"McGenity & Grant, 1996"	Halorubrum	Halorubrum			genus		Int. J. Syst. Bacteriol. 46::362	accepted			BC
8904663	52a423d2-0486-4e77-bcee-6350d708d6ff	3802			Halovarius	"Mehrshad et al., 2015"	Halovarius	Halovarius			genus		Int. J. Syst. Evol. Microbiol. 65::2423	accepted			BC
1000369	7ddf754f-d193-4cc9-b351-99906754a03b	1000362	7641274	7641274	Methanosaeta thermoacetophila	"Patel & Sprott, 1990 (Nozhevnikova & Chudina, 1988)"	Methanosaeta thermoacetophila	Methanosaeta	thermoacetophila		species		Int. J. Syst. Bacteriol. 40::81	synonym			BC
1000368	7ddf754f-d193-4cc9-b351-99906754a03b	1000362	7641274	1000364	Methanosaeta thermophila	"Boone & Kamagata, 1998 (Kamagata et al., 1992)"	Methanosaeta thermophila	Methanosaeta	thermophila		species		Int. J. Syst. Bacteriol. 42::465	synonym			BC
